state,city,year,month,day_of_week,time_of_day,severity,vehicles_involved,casualties,fatalities,weather,road_type,road_condition,lighting,speed_limit,driver_age,driver_gender,alcohol_involved,hour,vehicle_type,engine_size,car_age,casualty_severity,casualty_age,state_clean,state_weather,district,total_rainfall,avg_daily_rainfall,max_daily_rainfall,rainy_days_count,rainfall_intensity,drought_risk,flood_risk,normal_rainfall,season,annual_rainfall,monsoon_rainfall,winter_rainfall,summer_rainfall,post_monsoon_rainfall,is_night,is_evening,is_morning,is_afternoon,is_morning_rush,is_evening_rush,is_rush_hour,day_of_week_num,is_weekend,is_weekday,is_friday,is_monday,is_winter,is_summer,is_monsoon,is_post_monsoon,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,state_encoded,city_encoded,weather_encoded,weather_clear,weather_rainy,weather_foggy,weather_stormy,road_type_encoded,road_highway,road_urban,road_rural,road_condition_encoded,lighting_encoded,lighting_daylight,lighting_dark,lighting_twilight,vehicle_type_encoded,driver_gender_encoded,season_encoded,total_rainfall_level,total_rainfall_low,total_rainfall_high,avg_daily_rainfall_level,avg_daily_rainfall_low,avg_daily_rainfall_high,max_daily_rainfall_level,max_daily_rainfall_low,max_daily_rainfall_high,normal_rainfall_level,normal_rainfall_low,normal_rainfall_high,annual_rainfall_level,annual_rainfall_low,annual_rainfall_high,monsoon_rainfall_level,monsoon_rainfall_low,monsoon_rainfall_high,monsoon_dependency,weather_severity_score,multi_vehicle,vehicle_risk_score,high_speed,low_speed,speed_risk_score,young_driver,elderly_driver,inexperienced_driver,alcohol_risk,road_risk_score,visibility_risk,night_rain_risk,rush_fog_risk,speed_rain_risk,young_night_risk,elderly_dark_risk,combined_risk_score,high_risk_state,state_risk_score,major_city,urban_area,severity_level,risk_score,high_risk,severe_accident
Karnataka,Mysore,2019.0,6.0,Wednesday,17:11,Serious,1.0,9.0,3.0,Hazy,Village Road,Wet,Dark,57.0,39,Female,Yes,17.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,2.0,0,1,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,26,14,3,0,0,0,0,4,0,0,1,4,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.57,0,0,0,1,0.5,0.6,0,0,0,0,0,0.38999999999999996,1,0.7,0,1,1,0.4146573590279972,0,1
West Bengal,Kolkata,2018.0,6.0,Friday,17:10,Fatal,4.0,10.0,2.0,Foggy,Urban Road,Under Construction,Daylight,115.0,32,Male,No,17.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,4.0,0,1,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,59,9,2,0,0,1,0,3,0,1,0,2,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.6094379124341003,1,0,1.15,0,0,0,0,0.8,0.4,0,1,0,0,0,0.6499999999999999,0,0.6,1,1,2,0.6704718956217051,1,1
Karnataka,Bangalore,2018.0,6.0,Sunday,23:46,Serious,5.0,10.0,5.0,Clear,Village Road,Dry,Daylight,85.0,48,Female,No,23.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,26,1,0,1,0,0,0,4,0,0,1,1,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.85,0,0,0,0,0.5,0.0,0,0,0,0,0,0.2833333333333333,1,0.7,1,1,1,0.4395879734614027,0,1
Jammu and Kashmir,Unknown,2022.0,6.0,Saturday,2:23,Serious,4.0,3.0,5.0,Hazy,National Highway,Under Construction,Dusk,103.0,29,Male,No,2.0,Unknown,1901.0,10.0,Serious,41.0,JAMMU AND KASHMIR,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,22,23,3,0,0,0,0,0,1,0,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,1.03,0,0,0,0,0.8,0.0,0,0,0,0,0,0.3433333333333333,0,0.5,0,0,1,0.46547189562170505,0,1
Chandigarh,Unknown,2021.0,6.0,Friday,14:20,Serious,1.0,2.0,3.0,Clear,National Highway,Wet,Daylight,46.0,27,Female,No,14.0,Unknown,1901.0,10.0,Serious,41.0,CHANDIGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,9,23,0,1,0,0,0,0,1,0,0,4,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.46,0,0,0,0,0.5,0.0,0,0,0,0,0,0.15333333333333335,0,0.5,0,0,1,0.28465735902799727,0,1
Madhya Pradesh,Unknown,2020.0,6.0,Sunday,20:5,Minor,4.0,7.0,5.0,Clear,National Highway,Under Construction,Dawn,81.0,35,Female,Yes,20.0,Unknown,1901.0,10.0,Serious,41.0,MADHYA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,33,23,0,1,0,0,0,0,1,0,0,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,0.81,0,0,0,1,0.8,0.0,0,0,0,0,0,0.27,0,0.7,0,0,0,0.295471895621705,0,0
Odisha,Unknown,2021.0,6.0,Friday,9:13,Minor,3.0,9.0,4.0,Hazy,Village Road,Damaged,Daylight,31.0,58,Male,No,9.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,4.0,0,1,1,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,41,23,3,0,0,0,0,4,0,0,1,0,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.31,0,0,0,0,0.9,0.0,0,0,0,0,0,0.10333333333333333,0,0.5,0,0,0,0.28931471805599457,0,0
Rajasthan,Jodhpur,2022.0,6.0,Friday,10:34,Minor,3.0,9.0,0.0,Clear,State Highway,Wet,Daylight,90.0,65,Male,Yes,10.0,Unknown,1901.0,10.0,Serious,41.0,RAJASTHAN,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,46,7,0,1,0,0,0,1,1,0,0,4,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,0.9,0,1,0,1,0.5,0.0,0,0,0,0,0,0.3,1,0.6,0,1,0,0.23431471805599455,0,0
Uttarakhand,Unknown,2018.0,6.0,Friday,6:40,Serious,5.0,3.0,0.0,Hazy,State Highway,Damaged,Dusk,61.0,18,Male,Yes,6.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,4.0,0,1,1,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,57,23,3,0,0,0,0,1,1,0,0,0,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,0,0,0.61,1,0,1,1,0.9,0.0,0,0,0,0,0,0.20333333333333334,0,0.5,0,0,1,0.49958797346140277,0,1
Uttarakhand,Unknown,2022.0,6.0,Monday,23:32,Serious,3.0,1.0,3.0,Clear,Urban Road,Under Construction,Dark,66.0,54,Male,Yes,23.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0.0,1.0,57,23,0,1,0,0,0,3,0,1,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.66,0,0,0,1,0.8,0.6,0,0,0,0,0,0.42,0,0.5,0,0,1,0.5143147180559945,0,1
Kerala,Unknown,2020.0,6.0,Thursday,19:54,Serious,3.0,3.0,3.0,Clear,National Highway,Dry,Dark,44.0,56,Female,No,19.0,Unknown,1901.0,10.0,Serious,41.0,KERALA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,3.0,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,27,23,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.44,0,0,0,0,0.5,0.6,0,0,0,0,0,0.3466666666666667,0,0.5,0,0,1,0.37931471805599454,0,1
Madhya Pradesh,Unknown,2022.0,6.0,Wednesday,20:31,Fatal,3.0,9.0,3.0,Clear,Village Road,Under Construction,Daylight,69.0,61,Female,Yes,20.0,Unknown,1901.0,10.0,Serious,41.0,MADHYA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,33,23,0,1,0,0,0,4,0,0,1,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.69,0,0,0,1,0.8,0.0,0,0,0,0,0,0.22999999999999998,0,0.7,0,0,2,0.5843147180559946,0,1
Meghalaya,Unknown,2022.0,6.0,Thursday,3:10,Serious,5.0,8.0,3.0,Hazy,State Highway,Wet,Daylight,98.0,51,Male,No,3.0,Unknown,1901.0,10.0,Serious,41.0,MEGHALAYA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,36,23,3,0,0,0,0,1,1,0,0,4,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.98,0,0,0,0,0.5,0.0,0,0,0,0,0,0.32666666666666666,0,0.5,0,0,1,0.42958797346140276,0,1
Himachal Pradesh,Unknown,2020.0,6.0,Tuesday,1:8,Serious,5.0,4.0,1.0,Stormy,Village Road,Damaged,Dusk,37.0,68,Male,No,1.0,Unknown,1901.0,10.0,Serious,41.0,HIMACHAL PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,20,23,8,0,0,0,1,4,0,0,1,0,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,0,0,0.37,0,1,0,0,0.9,0.0,0,0,0,0,0,0.29,0,0.5,0,0,1,0.5895879734614028,0,1
Karnataka,Bangalore,2022.0,6.0,Friday,20:12,Fatal,4.0,1.0,0.0,Clear,Village Road,Wet,Dawn,39.0,40,Female,Yes,20.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,26,1,0,1,0,0,0,4,0,0,1,4,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,0,0,0.39,0,0,0,1,0.5,0.0,0,0,0,0,0,0.13,1,0.7,1,1,2,0.5504718956217051,0,1
Goa,Unknown,2019.0,6.0,Friday,12:0,Serious,3.0,0.0,2.0,Rainy,Village Road,Under Construction,Dawn,60.0,34,Female,Yes,12.0,Unknown,1901.0,10.0,Serious,41.0,GOA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,15,23,5,0,1,0,0,4,0,0,1,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.3862943611198906,0,0,0.6,0,0,0,1,0.8,0.0,0,0,0,0,0,0.3,0,0.5,0,0,1,0.4843147180559945,0,1
Tamil Nadu,Madurai,2019.0,6.0,Monday,18:40,Minor,5.0,1.0,5.0,Clear,Urban Road,Damaged,Daylight,61.0,52,Female,No,18.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,0.0,0,1,0,1,0,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.0,1.0,51,11,0,1,0,0,0,3,0,1,0,0,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,0,0,0.61,0,0,0,0,0.9,0.0,0,0,0,0,0,0.20333333333333334,1,0.7,0,1,0,0.3195879734614027,0,0
Telangana,Unknown,2020.0,6.0,Monday,8:7,Fatal,3.0,0.0,5.0,Stormy,National Highway,Under Construction,Dawn,54.0,50,Male,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,TELANGANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.0,1.0,52,23,8,0,0,0,1,0,1,0,0,2,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.3862943611198906,0,0,0.54,0,0,0,1,0.8,0.0,0,0,0,0,0,0.3466666666666667,0,0.5,0,0,2,0.7343147180559947,1,1
Tripura,Unknown,2020.0,6.0,Friday,6:37,Minor,5.0,8.0,1.0,Rainy,National Highway,Damaged,Dusk,82.0,61,Female,No,6.0,Unknown,1901.0,10.0,Serious,41.0,TRIPURA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,4.0,0,1,1,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,53,23,5,0,1,0,0,0,1,0,0,0,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.791759469228055,1,0,0.82,0,0,0,0,0.9,0.0,0,0,1,0,0,0.3733333333333333,0,0.5,0,0,0,0.30958797346140277,0,0
West Bengal,Siliguri,2018.0,6.0,Friday,8:31,Fatal,4.0,5.0,0.0,Stormy,State Highway,Wet,Dusk,76.0,26,Male,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,4.0,0,1,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,59,19,8,0,0,0,1,1,1,0,0,4,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.6094379124341003,0,0,0.76,0,0,0,1,0.5,0.0,0,0,0,0,0,0.42,0,0.6,0,1,2,0.705471895621705,1,1
Meghalaya,Unknown,2021.0,6.0,Sunday,4:8,Serious,3.0,8.0,1.0,Foggy,National Highway,Damaged,Dawn,116.0,24,Male,No,4.0,Unknown,1901.0,10.0,Serious,41.0,MEGHALAYA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,36,23,2,0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,1,0,1.16,1,0,0,0,0.9,0.4,0,0,0,1,0,0.6533333333333333,0,0.5,0,0,1,0.5893147180559946,0,1
Telangana,Unknown,2021.0,6.0,Friday,22:4,Serious,2.0,4.0,3.0,Clear,National Highway,Dry,Daylight,60.0,56,Female,No,22.0,Unknown,1901.0,10.0,Serious,41.0,TELANGANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,52,23,0,1,0,0,0,0,1,0,0,1,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,0,0,0.6,0,0,0,0,0.5,0.0,0,0,0,0,0,0.19999999999999998,0,0.5,0,0,1,0.3949306144334055,0,1
West Bengal,Siliguri,2020.0,6.0,Saturday,6:27,Fatal,2.0,10.0,4.0,Foggy,National Highway,Under Construction,Daylight,103.0,51,Male,Yes,6.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,5.0,1,0,0,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,59,19,2,0,0,1,0,0,1,0,0,2,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.0986122886681098,1,0,1.03,0,0,0,1,0.8,0.4,0,0,0,0,0,0.61,0,0.6,0,1,2,0.6449306144334056,1,1
Madhya Pradesh,Unknown,2019.0,6.0,Sunday,17:12,Fatal,3.0,0.0,2.0,Clear,Urban Road,Dry,Daylight,32.0,70,Male,Yes,17.0,Unknown,1901.0,10.0,Serious,41.0,MADHYA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,6.0,1,0,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,33,23,0,1,0,0,0,3,0,1,0,1,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.32,0,1,0,1,0.5,0.0,0,0,0,0,0,0.10666666666666667,0,0.7,0,0,2,0.5993147180559946,0,1
Sikkim,Unknown,2021.0,6.0,Friday,21:32,Fatal,5.0,7.0,4.0,Stormy,National Highway,Wet,Dark,109.0,61,Female,Yes,21.0,Unknown,1901.0,10.0,Serious,41.0,SIKKIM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,48,23,8,0,0,0,1,0,1,0,0,4,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,1,0,1.09,0,0,0,1,0.5,0.6,0,0,0,0,0,0.73,0,0.5,0,0,2,0.6495879734614028,1,1
Goa,Unknown,2019.0,6.0,Wednesday,14:26,Minor,1.0,3.0,1.0,Stormy,Urban Road,Damaged,Dusk,62.0,62,Male,No,14.0,Unknown,1901.0,10.0,Serious,41.0,GOA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,15,23,8,0,0,0,1,3,0,1,0,0,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,0,0.6931471805599453,0,0,0.62,0,0,0,0,0.9,0.0,0,0,0,0,0,0.37333333333333335,0,0.5,0,0,0,0.2946573590279973,0,0
Chandigarh,Unknown,2019.0,6.0,Thursday,23:5,Serious,2.0,5.0,3.0,Hazy,Village Road,Dry,Dawn,46.0,51,Male,Yes,23.0,Unknown,1901.0,10.0,Serious,41.0,CHANDIGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,9,23,3,0,0,0,0,4,0,0,1,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,0,0,0.46,0,0,0,1,0.5,0.0,0,0,0,0,0,0.15333333333333335,0,0.5,0,0,1,0.45493061443340554,0,1
Jharkhand,Unknown,2020.0,6.0,Wednesday,12:46,Serious,2.0,1.0,2.0,Rainy,Urban Road,Under Construction,Dusk,70.0,46,Male,No,12.0,Unknown,1901.0,10.0,Serious,41.0,JHARKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,23,23,5,0,1,0,0,3,0,1,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,0,0,0.7,0,0,0,0,0.8,0.0,0,0,0,0,0,0.3333333333333333,0,0.5,0,0,1,0.4099306144334055,0,1
Uttarakhand,Unknown,2022.0,6.0,Sunday,6:53,Fatal,3.0,0.0,2.0,Stormy,Village Road,Damaged,Dawn,87.0,58,Female,Yes,6.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,6.0,1,0,0,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,57,23,8,0,0,0,1,4,0,0,1,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.3862943611198906,1,0,0.87,0,0,0,1,0.9,0.0,0,0,0,0,0,0.4566666666666667,0,0.5,0,0,2,0.6893147180559945,1,1
Tamil Nadu,Coimbatore,2021.0,6.0,Wednesday,8:38,Fatal,3.0,5.0,4.0,Clear,State Highway,Damaged,Dusk,67.0,51,Female,No,8.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,2.0,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,51,3,0,1,0,0,0,1,1,0,0,0,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.67,0,0,0,0,0.9,0.0,0,0,0,0,0,0.22333333333333336,1,0.7,0,1,2,0.5993147180559946,0,1
Maharashtra,Mumbai,2022.0,6.0,Tuesday,0:14,Minor,5.0,9.0,1.0,Hazy,Village Road,Wet,Dusk,105.0,59,Female,Yes,0.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,34,13,3,0,0,0,0,4,0,0,1,4,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.05,0,0,0,1,0.5,0.0,0,0,0,0,0,0.35000000000000003,1,0.8,1,1,0,0.3545879734614027,0,0
Maharashtra,Pune,2019.0,6.0,Tuesday,13:31,Fatal,3.0,4.0,5.0,Foggy,Urban Road,Dry,Dark,120.0,31,Female,Yes,13.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,34,17,2,0,0,1,0,3,0,1,0,1,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,1,0,1.2,0,0,0,1,0.5,1.0,0,0,0,0,0,0.8666666666666667,1,0.8,1,1,2,0.6243147180559946,1,1
